,name,fulladdr,municipality,agency,agencytype,phone,agencyurl,operhours,Instructions,status,drive_through,appt_only,referral_required,services_offered_onsite,call_first,virtual_screening,health_dept_url,State,county,type_of_test,facility_type
3478,Mercy Urgent Care South Asheville,"1833 Hendersonville Rd, Asheville, NC 28803",Asheville,Mercy Urgent Care,Private,(828) 274-1462,https://mercyurgentcare.org/news/information-regarding-covid-19/,Mon.-Fri.: 9am-4pm Sat. & Sun.: 10am-4pm,"For assessment of symptoms and next-step direction, set up a virtual visit with a medical professional through Mercy’s telemedicine services: https://mercyurgentcare.org/telemedicine/. Registering for a telemedicine or clinic visit does not guarantee testing will be performed. Patients coming to a Mercy Urgent Care clinic must call upon arrival in the parking lot to check in for a visit. To make a virtual appointment with a medical provider from home: https://www.solvhealth.com/book-online/gdQm.",Open,No,Yes,No,screening and testing,Yes,Available,https://www.buncombecounty.org/Governing/Depts/health/Default.aspx,NC,Buncombe,molecular,Urgent Care
3479,Mercy Urgent Care West Asheville,"1201 Patton Ave, Asheville, NC 28806",Asheville,Mercy Urgent Care,Private,(828) 252-4878,https://mercyurgentcare.org/news/information-regarding-covid-19/,Mon.-Fri.: 8am-6pm Sat. & Sun.: 9am-5pm,"For assessment of symptoms and next-step direction, set up a virtual visit with a medical professional through Mercy’s telemedicine services: https://mercyurgentcare.org/telemedicine/. Registering for a telemedicine or clinic visit does not guarantee testing will be performed. Patients coming to a Mercy Urgent Care clinic must call upon arrival in the parking lot to check in for a visit. To make a virtual appointment with a medical provider from home: https://www.solvhealth.com/book-online/gdQm.",Open,No,Yes,No,screening and testing,Yes,Available,https://www.buncombecounty.org/Governing/Depts/health/Default.aspx,NC,Buncombe,molecular,Urgent Care
3480,Mercy Urgent Care Brevard,"22 Trust Ln, Brevard, NC 28712",Brevard,Mercy Urgent Care,Private,(828) 883-2600,https://mercyurgentcare.org/news/information-regarding-covid-19/,Mon.-Fri.: 9am-4pm Sat. & Sun.: 10am-4pm,"For assessment of symptoms and next-step direction, set up a virtual visit with a medical professional through Mercy’s telemedicine services: https://mercyurgentcare.org/telemedicine/. Registering for a telemedicine or clinic visit does not guarantee testing will be performed. Patients coming to a Mercy Urgent Care clinic must call upon arrival in the parking lot to check in for a visit. To make a virtual appointment with a medical provider from home: https://www.solvhealth.com/book-online/gdQm.",Open,No,Yes,No,screening and testing,Yes,Available,http://transylvaniahealth.org/covid-19/,NC,Transylvania,molecular,Urgent Care
3481,Mercy Urgent Care Burnsville,"41 Charlie Brown Rd, Burnsville, NC 28714",Burnsville,Mercy Urgent Care,Private,(828) 536-5575,https://mercyurgentcare.org/news/information-regarding-covid-19/,Mon.-Fri.: 9am-4pm Sat.-Sun.: 10am-4pm,"For assessment of symptoms and next-step direction, set up a virtual visit with a medical professional through Mercy’s telemedicine services: https://mercyurgentcare.org/telemedicine/. Registering for a telemedicine or clinic visit does not guarantee testing will be performed. Patients coming to a Mercy Urgent Care clinic must call upon arrival in the parking lot to check in for a visit. To make a virtual appointment with a medical provider from home: https://www.solvhealth.com/book-online/gdQm.",Open,No,Yes,No,screening and testing,Yes,Available,http://trhd.dst.nc.us/,NC,Yancey,molecular,Urgent Care
3482,Mercy Urgent Care Foothills (Columbus),"140 W Mills St, Columbus, NC 28722",Columbus,Mercy Urgent Care,Private,(828) 802-1011,https://mercyurgentcare.org/news/information-regarding-covid-19/,Mon.-Fri.: 9am-4pm Sat.-Sun.: 10am-4pm,"For assessment of symptoms and next-step direction, set up a virtual visit with a medical professional through Mercy’s telemedicine services: https://mercyurgentcare.org/telemedicine/. Registering for a telemedicine or clinic visit does not guarantee testing will be performed. Patients coming to a Mercy Urgent Care clinic must call upon arrival in the parking lot to check in for a visit. To make a virtual appointment with a medical provider from home: https://www.solvhealth.com/book-online/gdQm.",Open,No,Yes,No,screening and testing,Yes,Available,https://www.ncdhhs.gov/,NC,Polk,molecular,Urgent Care
3483,Mercy Urgent Care Weaverville,"61 Weaver Blvd, Weaverville, NC 28787",Weaverville,Mercy Urgent Care,Private,(828) 645-5088,https://mercyurgentcare.org/news/information-regarding-covid-19/,https://mercyurgentcare.org/news/information-regarding-covid-19/,"For assessment of symptoms and next-step direction, set up a virtual visit with a medical professional through Mercy’s telemedicine services: https://mercyurgentcare.org/telemedicine/. Registering for a telemedicine or clinic visit does not guarantee testing will be performed. Patients coming to a Mercy Urgent Care clinic must call upon arrival in the parking lot to check in for a visit. To make a virtual appointment with a medical provider from home: https://www.solvhealth.com/book-online/gdQm.",Open,Yes,Yes,No,screening and testing,Yes,Available,https://www.buncombecounty.org/Governing/Depts/health/Default.aspx,NC,Buncombe,molecular,Urgent Care
3484,Mercy Urgent Care Waynesville,"120 Frazier St STE 6, Waynesville, NC 28786",Waynesville,Mercy Urgent Care,Private,(828) 210-8333,https://mercyurgentcare.org/news/information-regarding-covid-19/,Mon.-Fri.: 9am-4pm Sat. & Sun.: 10am-4pm,"For assessment of symptoms and next-step direction, set up a virtual visit with a medical professional through Mercy’s telemedicine services: https://mercyurgentcare.org/telemedicine/. Registering for a telemedicine or clinic visit does not guarantee testing will be performed. Patients coming to a Mercy Urgent Care clinic must call upon arrival in the parking lot to check in for a visit. To make a virtual appointment with a medical provider from home: https://www.solvhealth.com/book-online/gdQm.",Open,No,Yes,No,screening and testing,Yes,Available,https://www.haywoodcountync.gov/684/Coronavirus-Covid-19-Information,NC,Haywood,molecular,Urgent Care
4392,Quest Diagnostics - Cary Internal Medicine,"103 Baines Court, Cary, NC 27511",Cary,Quest Diagnostics,Private,866-MYQUEST,http://patient.questdiagnostics.com/covid-testing-options,Monday-Friday  8:00 AM-5:00 PM,"After purchasing the service online, an individual will be prompted to schedule an appointment for a blood draw at one of the 2,200 patient service centers Quest Diagnostics operates around the United States. For the safety of our patients and employees, individuals must not have experienced symptoms of COVID-19 for at least 10 days; wear a face mask; and pass a contact-less temperature check.",Open,No,Yes,Yes,testing only,No,No,https://www.nc.gov/covid19,NC,Wake,antibody,Lab
4393,Quest Diagnostics - Benson Area Medical,"3333 Nc Highway 242 N Ste B, Benson, NC 27504",Benson,Quest Diagnostics,Private,866-MYQUEST,http://patient.questdiagnostics.com/covid-testing-options,Monday-Friday 8:00am to 5:00pm,"After purchasing the service online, an individual will be prompted to schedule an appointment for a blood draw at one of the 2,200 patient service centers Quest Diagnostics operates around the United States. For the safety of our patients and employees, individuals must not have experienced symptoms of COVID-19 for at least 10 days; wear a face mask; and pass a contact-less temperature check.",Open,No,Yes,Yes,testing only,No,No,https://www.nc.gov/covid19,NC,Johnston,antibody,Lab
4394,Quest Diagnostics - Charlotte Randolph,"3541 Randolph Rd Ste 110, Charlotte, NC 28211",Charlotte,Quest Diagnostics,Private,866-MYQUEST,http://patient.questdiagnostics.com/covid-testing-options,Monday-Friday 8:00am to 5:00pm,"After purchasing the service online, an individual will be prompted to schedule an appointment for a blood draw at one of the 2,200 patient service centers Quest Diagnostics operates around the United States. For the safety of our patients and employees, individuals must not have experienced symptoms of COVID-19 for at least 10 days; wear a face mask; and pass a contact-less temperature check.",Open,No,Yes,Yes,testing only,No,No,https://www.nc.gov/covid19,NC,Mecklenburg,antibody,Lab
4395,Quest Diagnostics - Fayetteville,"1840 Owen Dr Ste 105, Fayetteville, NC 28304",Fayetteville,Quest Diagnostics,Private,866-MYQUEST,http://patient.questdiagnostics.com/covid-testing-options,Monday-Friday 7:30am to 4:30pm,"After purchasing the service online, an individual will be prompted to schedule an appointment for a blood draw at one of the 2,200 patient service centers Quest Diagnostics operates around the United States. For the safety of our patients and employees, individuals must not have experienced symptoms of COVID-19 for at least 10 days; wear a face mask; and pass a contact-less temperature check.",Open,No,Yes,Yes,testing only,No,No,https://www.nc.gov/covid19,NC,Cumberland,antibody,Lab
4396,Quest Diagnostics - Greenville Emerald Place,"2459 Emerald Pl Suite 106, Greenville, NC 27834",Greenville,Quest Diagnostics,Private,866-MYQUEST,http://patient.questdiagnostics.com/covid-testing-options,"Monday-Thursday 8:30 AM-12:30 PM,1:30 PM-5:00 PM, Friday 8:30 AM-12:30 PM","After purchasing the service online, an individual will be prompted to schedule an appointment for a blood draw at one of the 2,200 patient service centers Quest Diagnostics operates around the United States. For the safety of our patients and employees, individuals must not have experienced symptoms of COVID-19 for at least 10 days; wear a face mask; and pass a contact-less temperature check.",Open,No,Yes,Yes,testing only,No,No,https://www.nc.gov/covid19,NC,Pitt,antibody,Lab
4397,Quest Diagnostics - Henderson,"381 Ruin Creek Rd, Henderson, NC 27536",Henderson,Quest Diagnostics,Private,866-MYQUEST,http://patient.questdiagnostics.com/covid-testing-options,"Monday-Thursday 8:00 AM-7:00 PM, Friday-Sunday 8:00 AM-5:00 PM","After purchasing the service online, an individual will be prompted to schedule an appointment for a blood draw at one of the 2,200 patient service centers Quest Diagnostics operates around the United States. For the safety of our patients and employees, individuals must not have experienced symptoms of COVID-19 for at least 10 days; wear a face mask; and pass a contact-less temperature check.",Open,No,Yes,Yes,testing only,No,No,https://www.nc.gov/covid19,NC,Vance,antibody,Lab
4398,Quest Diagnostics - Inside Raleigh Walmart #4484,"8000 Town Dr, Raleigh, NC 27616",Raleigh,Quest Diagnostics,Private,866-MYQUEST,http://patient.questdiagnostics.com/covid-testing-options,"Monday-Friday 7:00am to 12:30pm, 1:30pm to 4:00pm, Saturday 7:00am to 2:00pm","After purchasing the service online, an individual will be prompted to schedule an appointment for a blood draw at one of the 2,200 patient service centers Quest Diagnostics operates around the United States. For the safety of our patients and employees, individuals must not have experienced symptoms of COVID-19 for at least 10 days; wear a face mask; and pass a contact-less temperature check.",Open,No,Yes,Yes,testing only,No,No,https://www.nc.gov/covid19,NC,Wake,antibody,Lab
4399,Quest Diagnostics - Raleigh New Bern,"3031 New Bern Ave Suite 300, Raleigh, NC 27610",Raleigh,Quest Diagnostics,Private,866-MYQUEST,http://patient.questdiagnostics.com/covid-testing-options,,"After purchasing the service online, an individual will be prompted to schedule an appointment for a blood draw at one of the 2,200 patient service centers Quest Diagnostics operates around the United States. For the safety of our patients and employees, individuals must not have experienced symptoms of COVID-19 for at least 10 days; wear a face mask; and pass a contact-less temperature check.",Open,No,Yes,Yes,testing only,No,No,https://www.nc.gov/covid19,NC,Wake,antibody,Lab
4400,Quest Diagnostics - Salisbury,"611 Mocksville Ave Suite. 201, Salisbury, NC 28144",Salisbury,Quest Diagnostics,Private,866-MYQUEST,http://patient.questdiagnostics.com/covid-testing-options,"Monday-Friday 8:00am to 12:30pm, 1:30pm to 3:00pm","After purchasing the service online, an individual will be prompted to schedule an appointment for a blood draw at one of the 2,200 patient service centers Quest Diagnostics operates around the United States. For the safety of our patients and employees, individuals must not have experienced symptoms of COVID-19 for at least 10 days; wear a face mask; and pass a contact-less temperature check.",Open,No,Yes,Yes,testing only,No,No,https://www.nc.gov/covid19,NC,Rowan,antibody,Lab
4401,Quest Diagnostics - Winston Salem,"200 Charlois Blvd Suite 420, Winston Salem, NC 27103",Winston Salem,Quest Diagnostics,Private,866-MYQUEST,http://patient.questdiagnostics.com/covid-testing-options,"Monday-Friday 8:00am to 12:30pm, 1:30pm to 4:00pm","After purchasing the service online, an individual will be prompted to schedule an appointment for a blood draw at one of the 2,200 patient service centers Quest Diagnostics operates around the United States. For the safety of our patients and employees, individuals must not have experienced symptoms of COVID-19 for at least 10 days; wear a face mask; and pass a contact-less temperature check.",Open,No,Yes,Yes,testing only,No,No,https://www.nc.gov/covid19,NC,Forsyth,antibody,Lab
5425,ArcPoint Labs,"2315 B Executive Circle, Greenville, 27834 NC",Greenville,,Private,252-215-5688,https://www.arcpointlabs.com/greenville-nc/,"M-F 8:30 AM to 5:00 PM, Saturday by Appt. only",,Open,No,Yes,No,testing only,No,No,https://covid19.ncdhhs.gov/,NC,Pitt,antibody,Lab
5466,COVID-19 Drive-Thru Testing - Walmart Parking Lot,"210 Greenville Blvd SW, Greenville, 27834 NC",Greenville,Walmart & eTrueNorth,Private,800-635-8611,http://www.doineedacovid19test.com/,"Mon, Wed, Fri 7 a.m. - 10 a.m.","All sites use a self-administered nasal swab test that allows those being tested to swab their own nose onsite while in their vehicles, observed by a trained Walmart pharmacist to ensure the sample is taken correctly, and drop the sealed sample into a container on their way out of the drive-thru site.",Open,Yes,Yes,No,testing only,No,Virtual sc,https://covid19.ncdhhs.gov/,NC,Pitt,molecular,Outdoor
5906,GoHealth Urgent Care - Novant,"445 S. Kings Dr. Charlotte, NC 28204",Charlotte,GoHealth Urgent Care,Private,+1 (980) 308-01,https://www.gohealthuc.com/north-carolina/charlotte/midtown,"Mon  - Fri 8:00am - 8:00pm, Sat  - Sun 9:00am - 5:00pm","Save your spot online. This will save you time and help us safely prepare for you and other patients. Please text us when you arrive.
If you cannot check-in online, please sign-in at our kiosk by the front door, then wait in your car. If you’ve opted for texts from us, our queuing system will text you when a provider is ready to see you! Otherwise, our staff will call you when it’s your turn.",Open,Yes,Yes,No,screening and testing,Yes,No,https://www.mecknc.gov/HealthDepartment/Pages/default.aspx,NC,Mecklenburg,antibody,Urgent Care
